Rayyan Key,Authors,DOI,Title,Abstract,Date,User1,Decision,Labels,Notes
rayyan-228915382,"Fox, RJ and Bellwood, DR",10.1111/1365-2435.12190     WE  - Science Citation Index Expanded (SCI-EXPANDED),Herbivores in a small world: network theory highlights vulnerability in the function of herbivory on coral reefs,"The application of network theory within the field of ecology has predominantly been based around the examination of species interactions (e.g. food webs). Extension of networks to spatial ecology is currently limited, yet the approach has significant potential as a framework for analysing habitat connectivity and ecosystem stability. Examination of network structures characterizing the spatial dynamics of organisms has the potential to highlight the relative robustness or vulnerability of the ecosystem processes they support.        On coral reefs, grazing by large herbivorous fishes is critical in maintaining the balance between coral and algae and is widely recognized as a key process in reef ecosystem functioning. However, the spatial dynamics exhibited by roving herbivores, and the implications of these dynamics for the overall stability and resilience of herbivory on reefs are not well understood.        Here, we present a novel extension of network theory to the analysis of movements of marine herbivorous fishes within a reef system. Using an array of remote acoustic receivers, over a period of 12months, we tracked the movements of fishes belonging to the three dominant species of roving herbivore within a particular coral reef community.        Analysing these movements in terms of network graph theory, we found that individual fishes clustered their activities within small sections of the available linear reef habitat, and movements within and outside of these home ranges were made along predictable routes. All three species were heavily reliant on particular, well-connected parts of the reef (nodes), mirroring an 'ultra-small-world' network. This underlying dynamic creates vulnerability in the system, making targeted removal by fishing or the degradation of individual pockets of reef habitat more likely to result in a complete collapse in the overall process of herbivory at that particular area of reef.        Our results highlight an inherent vulnerability in the movement dynamics of herbivorous fishes and, by extension, in the overall process of herbivory in reef ecosystems. They suggest that maintaining high herbivore abundances across all reef habitats is critical in preserving the integrity of the grazing function on reefs. The approach of using network graph theory to analyse acoustic telemetry data is illuminating and is likely to have a range of applications across diverse ecosystems.",2014-06-01,Bruna,Included,,
rayyan-228915383,"Fontes, J and Schmiing, M and Afonso, P",10.1007/s00227-014-2423-9     WE  - Science Citation Index Expanded (SCI-EXPANDED),Permanent aggregations of a pelagic predator at shallow seamounts,"The effectiveness of marine reserves for highly mobile reef fishes such as jacks and trevallies is normally assumed to be small, even though we generally lack the understanding of their long-term movement patterns. In this work, we combined the analysis of multi-year landings and underwater visual census with acoustic telemetry to investigate the long-term movement patterns (up to 4 years) of almaco jack, Seriola rivoliana, a large reef top predator, in one protected and one unprotected offshore shallow seamount in the Azores, central North Atlantic. Although the analysis of visual census and landing data suggests a pronounced seasonal pattern of occurrence, we found that tagged fish were almost continuously detected at the seamounts for up to four consecutive years. Some individuals showed a few long periods of undetection of 1-2 months in the Formigas reserve, mostly in the fall and winter. Mobility within this seamount increased during spring and summer, and geostrophic current speed was negatively correlated with detection probability. Overall, the acoustic telemetry results showed that adult almaco jacks were resident year-round, refuting the traditional view that these fish are essentially migratory and a seasonal occurrence in the Azores. Given the intrinsic vulnerability of resident fish to fishing, our results highlight the importance of protecting these sites in order to preserve these mature fish aggregations with high reproductive potential.",2014-06-01,Bruna,Included,"MPA,Mixed habitats,Mixed techniques",
rayyan-228915384,"Pittman, SJ and Monaco, ME and Friedlander, AM and Legare, B and Nemeth, RS and Kendall, MS and Poti, M and Clark, RD and Wedding, LM and Caldow, C",10.1371/journal.pone.0096028     WE  - Science Citation Index Expanded (SCI-EXPANDED),Fish with Chips: Tracking Reef Fish Movements to Evaluate Size and Connectivity of Caribbean Marine Protected Areas,"Coral reefs and associated fish populations have experienced rapid decline in the Caribbean region and marine protected areas (MPAs) have been widely implemented to address this decline. The performance of no-take MPAs (i.e., marine reserves) for protecting and rebuilding fish populations is influenced by the movement of animals within and across their boundaries. Very little is known about Caribbean reef fish movements creating a critical knowledge gap that can impede effective MPA design, performance and evaluation. Using miniature implanted acoustic transmitters and a fixed acoustic receiver array, we address three key questions: How far can reef fish move? Does connectivity exist between adjacent MPAs? Does existing MPA size match the spatial scale of reef fish movements? We show that many reef fishes are capable of traveling far greater distances and in shorter duration than was previously known. Across the Puerto Rican Shelf, more than half of our 163 tagged fish (18 species of 10 families) moved distances greater than 1 km with three fish moving more than 10 km in a single day and a quarter spending time outside of MPAs. We provide direct evidence of ecological connectivity across a network of MPAs, including estimated movements of more than 40 km connecting a nearshore MPA with a shelf-edge spawning aggregation. Most tagged fish showed high fidelity to MPAs, but also spent time outside MPAs, potentially contributing to spillover. Three-quarters of our fish were capable of traveling distances that would take them beyond the protection offered by at least 40-64% of the existing eastern Caribbean MPAs. We recommend that key species movement patterns be used to inform and evaluate MPA functionality and design, particularly size and shape. A re-scaling of our perception of Caribbean reef fish mobility and habitat use is imperative, with important implications for ecology and management effectiveness.",2014-05-05,Bruna,Included,,
rayyan-228915385,"Cerutti-Pereyra, F and Thums, M and Austin, CM and Bradshaw, CJA and Stevens, JD and Babcock, RC and Pillans, RD and Meekan, MG",10.1007/s10641-013-0158-y     WE  - Science Citation Index Expanded (SCI-EXPANDED),"Restricted movements of juvenile rays in the lagoon of Ningaloo Reef, Western Australia - evidence for the existence of a nursery","Little information is available on the movements and behaviour of tropical rays despite their potential ecological roles and economic value as a fishery and a tourism resource. A description of the movement patterns and site fidelity of juvenile rays within a coral reef environment is provided in this study. Acoustic telemetry was used to focus on the use of potential nursery areas and describe movement patterns of 16 individuals of four species monitored for 1-21 months within an array of 51 listening stations deployed across a lagoon, reef crest, and reef slope at Mangrove Bay, Ningaloo Reef, Western Australia. Juveniles used a small (< 1 km(2)), shallow (1-2 m depth) embayment where three receivers recorded 60-80 % of total detections of tagged animals, although individuals of all species moved throughout the array and beyond the lagoon to the open reef slope. Detections at these primary sites were more frequent during winter and when water temperatures were highest during the day. Long-term use of coastal lagoons by juvenile rays suggests that they provide an important habitat for this life stage. Current marine park zoning appears to provide an effective protection for juveniles within this area.",2014-04-01,Bruna,Excluded,"Elasmo,__EXR__Elasmo",
rayyan-228915386,"Nanami, A and Kawabata, Y and Sato, T and Yamaguchi, T and Kawabe, R and Soyano, K",10.1007/s00227-013-2369-3     WE  - Science Citation Index Expanded (SCI-EXPANDED),Spawning migration and returning behavior of white-streaked grouper Epinephelus ongus determined by acoustic telemetry,"White-streaked grouper (Epinephelus ongus) is an important fishery target that forms fish spawning aggregations (FSAs) at specific spawning grounds. The aims of the present study were to investigate migration behavior and returning behavior in terms of FSA using acoustic telemetry. Among the 30 specimens tracked, three types of movement pattern were observed: type 1, high site fidelity at the release area before the spawning period, migration to the spawning ground during the spawning period and return to the release area just after the spawning period (17 specimens); type 2, high site fidelity at the release area, disappearance from the area during the spawning period but was not detected at the spawning ground and return to the release area (8 specimens); and type 3, high site fidelity at the release area was observed before, during and after the spawning period (5 specimens). For the 17 specimens that were categorized into type 1, the dates of departure from their release area and the dates of return to the release area of males were, respectively, significantly earlier and later than those of females. The duration between the departure date and the return date (""duration away"") of males was significantly longer than that of females. The duration away tended to be positively related to the condition factor. All 25 specimens that were categorized as type 1 and type 2 showed returning behaviors to the release area.",2014-03-01,Bruna,Included,"Spawning,Reef-associated",
rayyan-228915387,"McKinzie, MK and Jarvis, ET and Lowe, CG",10.1016/j.fishres.2013.10.016     WE  - Science Citation Index Expanded (SCI-EXPANDED),"Fine-scale horizontal and vertical movement of barred sand bass, Paralabrax nebulifer, during spawning and non-spawning seasons","Habitat use, ecotone edge response, activity space size and association with seafloor and thermocline were compared for spawning and non-spawning season barred sand bass (Paralabrax nebulifer). Non-spawning season fish showed affinity with sand! reef ecotone using average activity space areas of 0.003 +/- 0.001 km(2) (+/- SD) and volumes of 0.00001 +/- 0.000005 km(3) while remaining 1.9 +/- 1.7 m off the seafloor. Spawning season fish used activity space areas of 0.139 +/- 0.370 km(2) and volumes of 0.001 +/- 0.002 km(3). Spawning season individuals displayed two patterns of behavior, one indicative of spawning and another of resting behavior. Resting individuals tracked during spawning season behaved similarly to fish tracked during the non-spawning season, using smaller activity space areas while associating with reef structures and the seafloor. Presumed spawning individuals utilized sand habitats, using significantly larger activity spaces during the day than at night while associating with the thermocline and making repeated vertical dives toward the seafloor. (C) 2013 Elsevier B.V. All rights reserved.",2014-02-01,Bruna,Included,"Spawning,Mixed habitats,Reef-associated",
rayyan-228915388,"Fabrizio, MC and Manderson, JP and Pessutti, JP",10.7755/FB.112.1.6     WE  - Science Citation Index Expanded (SCI-EXPANDED),Home range and seasonal movements of Black Sea Bass (Centropristis striata) during their inshore residency at a reef in the mid-Atlantic Bight,"Black Sea Bass (Centropristis striata) in the mid-Atlantic Bight undertake seasonal cross-shelf movements to occupy inshore rocky reefs and hardbottom habitats between spring and fall. Shelf-wide migrations of this stock are well documented, but movements and home ranges of fish during their inshore residency period have not been described. We tagged 122 Black Sea Bass with acoustic transmitters at a mid-Atlantic reef to estimate home-range size and factors that influence movements (>400 m) at a 46.1-km(2) study site between May and November 2003. Activity of Black Sea Bass was greatest and most consistent during summer but declined rapidly in September as water temperatures at the bottom of the seafloor increased on the inner shelf. Black Sea Bass maintained relatively large home ranges that were fish-size invariant but highly variable (13.7-736.4 ha), underscoring the importance of large sample sizes in examination of population-level characteristics of mobile species with complex social interactions. On the basis of observed variations in movement patterns and the size of home ranges, we postulate the existence of groups of conspecifics that exhibit similar space-use behaviors. The group of males released earlier in the tagging period used larger home ranges than the group of males released later in our study. In addition, mean activity levels and the probability of movement among acoustic stations varied among groups of fish in a complex manner that depended on sex. These differences in movement behaviors may increase the vulnerability of male fish to passive fishing gears, further exacerbating variation in exploitation rates for this species among reefs.",2014-01-01,Bruna,Included,,
rayyan-228915389,"TinHan, T and Erisman, B and Aburto-Oropeza, O and Weaver, A and Vázquez-Arce, D and Lowe, CG",10.3354/meps10711     WE  - Science Citation Index Expanded (SCI-EXPANDED),"Residency and seasonal movements in Lutjanus argentiventris and Mycteroperca rosacea at Los Islotes Reserve, Gulf of California","A detailed understanding of inter- and intraspecific movement patterns is required to understand how marine species interact with surrounding ecological communities, their susceptibility to anthropogenic disturbance (e. g. fishing pressure), or the feasibility of management strategies. Between August 2010 and September 2012, we used acoustic telemetry to continuously monitor movements of 31 Lutjanus argentiventris (yellow snapper) and 25 Mycteroperca rosacea (leopard grouper) at Los Islotes, a small no-take reserve and reported spawning site for both species in the SW Gulf of California. Though the majority of fish from both species exhibited moderate levels of site fidelity to Los Islotes (snapper: present 49 +/- 30% of days since tagging, grouper: 64 +/- 30%), cluster analyses revealed multiple patterns of site fidelity within species. Approximately 30% of snapper exhibited decreases in site fidelity during the spawning season, and snapper did not spawn at the reserve during the study. Grouper spawning aggregations at Los Islotes were visually observed in 2011 and 2012, though the abundance of fish and the intensity of courtship behaviors were reduced in comparison with reported aggregations elsewhere in the Gulf. Three snapper and 2 grouper made repeated movements across pelagic waters between Los Islotes and Marisla Seamount, another documented aggregation site in the SW Gulf. The demonstrated variation in movements of these species over multiple temporal and spatial scales warrants consideration of movement patterns in assessments of reserve performance, as well as the combination of traditional fisheries regulations (e.g. size limits) with marine reserves throughout the Gulf.",2014-01-01,Bruna,Included,"MPA,Spawning,Mixed habitats",
rayyan-228915390,"Farmer, NA and Ault, JS",10.1155/2014/629791     WE  - Science Citation Index Expanded (SCI-EXPANDED),"Modeling Coral Reef Fish Home Range Movements in Dry Tortugas, Florida","Underestimation of reef fish space use may result in marine reserves that are too small to effectively buffer a portion of the stock from fishing mortality. Commonly used statistical home range models, such as minimum convex polygon (MCP) or 95% kernel density (95% KD) methods, require the exclusion of individuals who move beyond the bounds of the tracking study. Spatially explicit individual-based models of fish home range movements parameterized from multiple years of acoustic tracking data were developed for three exploited coral reef fishes (red grouper Epinephelus morio, black grouper Mycteroperca bonaci, and mutton snapper Lutjanus analis) in Dry Tortugas, Florida. Movements were characterized as a combination of probability of movement, distance moved, and turning angle. Simulations suggested that the limited temporal and geographic scope of most movement studies may underestimate home range size, especially for fish with home range centers near the edges of the array. Simulations provided useful upper bounds for home range size (red grouper: 2.28 +/- 0.81 km(2) MCP, 3.60 +/- 0.89 km(2) KD; black grouper: 2.06 +/- 0.84 km(2) MCP, 3.93 +/- 1.22 km(2) KD; mutton snapper: 7.72 +/- 2.23 km(2) MCP, 6.16 +/- 1.11 km(2) KD). Simulations also suggested that MCP home ranges are more robust to artifacts of passive array acoustic detection patterns than 95% KD methods.",2014-01-01,Bruna,Included,,
rayyan-228915391,"Carrión-Cortez, J and Canales-Cerro, C and Arauz, R and Riosmena-Rodríguez, R",10.2744/CCB-1024.1     WE  - Science Citation Index Expanded (SCI-EXPANDED),Habitat Use and Diet of Juvenile Eastern Pacific Hawksbill Turtles (Eretmochelys imbricata) in the North Pacific Coast of Costa Rica,"The hawksbill turtle (Eretmochelys imbricata) is critically endangered throughout its global range and is particularly threatened in the eastern Pacific, a region where our knowledge of the ecological traits is very limited. Understanding habitat preferences of hawksbills at different life stages is necessary to create effective local and regional conservation strategies. We studied habitat use and the diet of juvenile hawksbill sea turtles at Punta Coyote, a rocky. reef located along the Nicoya Peninsula on the north Pacific coast of Costa Rica, along the northern boundary of the Caletas-Ario National Wildlife Refuge. We tracked 12 juvenile hawksbills (36-69-cm curved carapace length) with acoustic transmitters to study their habitat use. Turtles were on the rocky reef more frequently than the sandy bottoms (chi(2)(1) = 29.90, p = 0.00). The 95% fixed kernel density home range analysis revealed high-intensity use of the rocky reef, where hawksbills mainly dove in shallow waters (7.6 +/- 3.3 m). Less than 5% of the 95% home range area overlapped with the Caletas-Ario National Wildlife Refuge. Hawksbills fed mainly on 2 invertebrate species regardless of season: a sponge (Geodia sp.) (mean volume = 67%) and a tunicate (Rhopalaea birkelandi) (mean volume = 51%). Our surveys along the Nicoya Peninsula suggested that use of rocky reefs by juvenile hawksbill turtles was common. To protect juvenile hawksbills in the study area, we recommend that this site be granted official protection status as part of the Caletas-Ario National Wildlife Refuge. We also suggest studying other discrete rocky reefs along the Nicoya Peninsula to determine critical habitats for the hawksbill turtle to improve conservation and management policy.",2013-12-01,Bruna,Excluded,"Non-fish species,__EXR__Non-fish species",
rayyan-228915392,"Cagua, EF and Berumen, ML and Tyler, EHM",10.1007/s00338-013-1069-2     WE  - Science Citation Index Expanded (SCI-EXPANDED),Topography and biological noise determine acoustic detectability on coral reefs,"Acoustic telemetry is an increasingly common tool for studying the movement patterns, behavior and site fidelity of marine organisms, but to accurately interpret acoustic data, the variability, periodicity and range of detectability between acoustic tags and receivers must be understood. The relative and interactive effects of topography with biological and environmental noise have not been quantified on coral reefs. We conduct two long-term range tests (1- and 4-month duration) on two different reef types in the central Red Sea to determine the relative effect of distance, depth, topography, time of day, wind, lunar phase, sea surface temperature and thermocline on detection probability. Detectability, as expected, declines with increasing distance between tags and receivers, and we find average detection ranges of 530 and 120 m, using V16 and V13 tags, respectively, but the topography of the reef can significantly modify this relationship, reducing the range by similar to 70 %, even when tags and receivers are in line-of-sight. Analyses that assume a relationship between distance and detections must therefore be used with care. Nighttime detection range was consistently reduced in both locations, and detections varied by lunar phase in the 4-month test, suggesting a strong influence of biological noise (reducing detection probability up to 30 %), notably more influential than other environmental noises, including wind-driven noise, which is normally considered important in open-water environments. Analysis of detections should be corrected in consideration of the diel patterns we find, and range tests or sentinel tags should be used for more than 1 month to quantify potential changes due to lunar phase. Some studies assume that the most usual factor limiting detection range is weather-related noise; this cannot be extrapolated to coral reefs.",2013-12-01,Bruna,Excluded,"Methodological article,__EXR__Methodological article",
rayyan-228915393,"Curley, BG and Jordan, AR and Figueira, WF and Valenzuela, VC",10.1007/s11160-013-9309-7     WE  - Science Citation Index Expanded (SCI-EXPANDED),A review of the biology and ecology of key fishes targeted by coastal fisheries in south-east Australia: identifying critical knowledge gaps required to improve spatial management,"Knowledge of the population biology, life-history ecology and scales of pre and post-settlement movement of marine species are needed to inform effective conservation management strategies, particularly when spatial information is required for management purposes such as zoning in Marine Protected Areas. This review provides the most current summary from primary and grey literature on the biology and ecology of several coastal fishes of economic and ecological significance in south-east Australia; identifies key knowledge gaps which may impede the development of effective spatial management; and recommends future research directions and methods. Reviewed species are luderick (Girella tricuspidata), eastern rock blackfish (Girella elevata), yellowfin bream (Acanthopagrus australis), tarwhine (Rhabdosargus sarba), snapper (Pagrus auratus), red morwong (Cheilodactylus fuscus) and eastern blue grouper (Achoerodus viridis). The species have a diverse range of life-histories and population traits, and selected parameters were well studied in several species, such as growth (blue groper, luderick, yellowfin bream, tarwhine, snapper), post-settlement movement (red morwong), and larval ecology (yellowfin bream). However, empirical data on levels of pre- and post-settlement connectivity and real-time movements are not available for most species, and this represents a significant gap for improved spatial management. A multidisciplinary approach incorporating a range of methods including acoustic tracking and telemetry, otolith chemistry, intergenerational markers, and biophysical modelling will provide a more comprehensive understanding of life history parameters, movement and connectivity at scales relevant to MPA planning and monitoring.",2013-12-01,Bruna,Excluded,"Review article,__EXR__Review article",
rayyan-228915394,"La Mesa, G and Consalvo, I and Annunziatellis, A and Canese, S",10.1007/s10750-013-1631-5     WE  - Science Citation Index Expanded (SCI-EXPANDED),"Spatio-temporal movement patterns of Diplodus vulgaris (Actinopterygii, Sparidae) in a temperate marine reserve (Lampedusa, Mediterranean Sea)","The movements of a commercially important species, Diplodus vulgaris, were assessed in a marine-protected area to test whether their spatial and temporal activity patterns differ during and outside of their spawning season. Twelve adults were caught along the north-eastern coast of a small Mediterranean island, tagged with acoustic transmitters and released within or just outside the integral reserve. Fish detected, during both the seasons showed strong fidelity for the study area before and during the spawning season and their home range did not differ between seasons. Home ranges reached an asymptote between 12 and 174 days after release. Home range estimated by kernel utilization distributions ranged from 9,876 to 89,914 m(2), with core areas of 946 to 7,274 m(2). Temporal patterns frequently showed a dominant diel rhythm with most of detections occurring at daytime, independently of season. The variability in the movement patterns of D. vulgaris was lower between seasons (i.e., during and outside the spawning season) than at smaller temporal scale (i.e., between day and night) and was largely affected by inter-individual differences. Some conclusions arising from this and previous findings are useful to orient future studies on coastal fish movement and have direct implications for MPAs design.",2013-12-01,Bruna,Excluded,"MPA,Spawning,Other habitats,Non-reef species,__EXR__Other habitats,__EXR__Non-reef species",
rayyan-228915395,"Taylor, MD and Fairfax, AV and Suthers, IM",10.1080/10641262.2013.796813     WE  - Science Citation Index Expanded (SCI-EXPANDED),The Race for Space: Using Acoustic Telemetry to Understand Density-Dependent Emigration and Habitat Selection in a Released Predatory Fish,"The dynamics of fish behavior, migration, and habitat use following stock enhancement will influence the outcome of recovery programs and indicate the ecological limits of the system. This study tested the effect of release density on emigration, activity patterns, and space utilization by releasing juvenile mulloway (Sciaenidae: Argyrosomus japonicus) at low and high densities and monitoring movement intensively for 336h post release. Mulloway released at high densities had faster emigration and greater overall emigration rates than low density releases. Also, mulloway released at high densities used sub-optimal habitats at a greater frequency. Released fish dispersed into habitat patches at densities proportional to the quality of the habitat patch, consistent with density-dependent habitat selection. Targeting releases of small numbers of fish to the carrying capacity of individual patches of habitat will contribute to the success and economic viability of release programs in open systems. Releases of high densities of individuals or repeated releases at the same site may lead to increased emigration and losses from the stocked system. The capacity of a target habitat to support released fish can be rapidly assessed using pilot releases and intensive monitoring of acoustically tagged fish, prior to the implementation of large-scale release programs.",2013-10-02,Bruna,Excluded,"Other habitats,Non-reef species,__EXR__Other habitats,__EXR__Non-reef species",
rayyan-228915396,"Werry, JM and Clua, E",10.1051/alr/2013063     WE  - Science Citation Index Expanded (SCI-EXPANDED),"Sex-based spatial segregation of adult bull sharks, Carcharhinus leucas, in the New Caledonian great lagoon","Conservation of threatened large sharks and management of shark-human interactions requires an understanding of shark occurrence and movement patterns. Here, we present the first catch, movement and behaviour data of adult bull sharks, Carcharhinus leucas, in New Caledonia. Amongst six adult C. leucas tagged with passive acoustic tags, four females were caught in coastal waters while males were only found at an isolated oceanic barrier coral reef over 100 km from the nearest river mouth. Two females were monitored in the southern New Caledonia lagoon for 707 and 208 days respectively and displayed classical transient behaviour and sporadic short-term residency around a coastal reef bay, with movements in and out a river detected prior to spring. Adult C. leucas in New Caledonia may develop a sex-based spatial segregation with an atypical presence of adult males in oceanic environments, probably influenced by the unique estuarine-marine continuum of the New Caledonian great lagoon.",2013-10-01,Bruna,Excluded,"Elasmo,__EXR__Elasmo",
rayyan-228915397,"Abecasis, D and Afonso, P and O'Dor, RK and Erzini, K",10.1016/j.fishres.2013.05.004     WE  - Science Citation Index Expanded (SCI-EXPANDED),Small MPAs do not protect cuttlefish (Sepia officinalis),"Marine reserves have been widely implemented as tools for biodiversity conservation and fisheries management, amongst other goals. A large number of empirical studies have focused on their effects on reef fish populations. Yet, few studies have looked at their effectiveness on semelparous species such as cephalopods, in spite of their commercial importance in many coastal regions across the globe. In this study we combine behavioural (biotelemetry) and demographic (experimental fishing) data to understand the effects of the Luiz Saldanha Marine Park (LSMP) on local populations of cuttlefish, Sepia officinalis. We used a beyond-BACI design to analyze the possible effect of the implementation of a no-take area on the abundance and biomass of this species and acoustic telemetry data to assess its site fidelity and movements within the study area. Results indicate that there was no detectable effect of the implementation of the no-take area on the abundance or biomass of cuttlefish. We found evidence that acoustically tagged adult cuttlefish leave the reserve a few days or weeks after tagging. The fact that cuttlefish have low site fidelity inside the reserve and large movements across and beyond the study area explains why there is no increase in the population inside the MPA. These results suggest that small coastal marine reserves such as the LSMP are not effective in providing long term protection to cuttlefish populations and, probably, those of other short-lived, highly mobile cephalopods. (C) 2013 Elsevier B.V. All rights reserved.",2013-10-01,Bruna,Excluded,"Non-fish species,__EXR__Non-fish species",
rayyan-228915398,"Koeck, B and Alós, J and Caro, A and Neveu, R and Crec'hriou, R and Saragoni, G and Lenfant, P",10.1371/journal.pone.0069303     WE  - Science Citation Index Expanded (SCI-EXPANDED),Contrasting Fish Behavior in Artificial Seascapes with Implications for Resources Conservation,"Artificial reefs are used by many fisheries managers as a tool to mitigate the impact of fisheries on coastal fish communities by providing new habitat for many exploited fish species. However, the comparison between the behavior of wild fish inhabiting either natural or artificial habitats has received less attention. Thus the spatio-temporal patterns of fish that establish their home range in one habitat or the other and their consequences of intra-population differentiation on life-history remain largely unexplored. We hypothesize that individuals with a preferred habitat (i.e. natural vs. artificial) can behave differently in terms of habitat use, with important consequences on population dynamics (e. g. life-history, mortality, and reproductive success). Therefore, using biotelemetry, 98 white seabream (Diplodus sargus) inhabiting either artificial or natural habitats were tagged and their behavior was monitored for up to eight months. Most white seabreams were highly resident either on natural or artificial reefs, with a preference for the shallow artificial reef subsets. Connectivity between artificial and natural reefs was limited for resident individuals due to great inter-habitat distances. The temporal behavioral patterns of white seabreams differed between artificial and natural reefs. Artificial-reef resident fish had a predominantly nocturnal diel pattern, whereas natural-reef resident fish showed a diurnal diel pattern. Differences in diel behavioral patterns of white seabream inhabiting artificial and natural reefs could be the expression of realized individual specialization resulting from differences in habitat configuration and resource availability between these two habitats. Artificial reefs have the potential to modify not only seascape connectivity but also the individual behavioral patterns of fishes. Future management plans of coastal areas and fisheries resources, including artificial reef implementation, should therefore consider the potential effect of habitat modification on fish behavior, which could have key implications on fish dynamics.",2013-07-30,Bruna,Included,Artificial reefs,"{""Bruna""=>[""Telemetria acústica???""]}"
rayyan-228915399,"Ferguson, AM and Harvey, ES and Taylor, MD and Knott, NA",10.1371/journal.pone.0065838     WE  - Science Citation Index Expanded (SCI-EXPANDED),"A Herbivore Knows Its Patch: Luderick, Girella tricuspidata, Exhibit Strong Site Fidelity on Shallow Subtidal Reefs in a Temperate Marine Park","Understanding movement patterns, habitat use and behaviour of fish is critical to determining how targeted species may respond to protection provided by ""no-take"" sanctuary zones within marine parks. We assessed the fine and broad scale movement patterns of an exploited herbivore, luderick (Girella tricuspidata), using acoustic telemetry to evaluate how this species may respond to protection within Jervis Bay (New South Wales, Australia). We surgically implanted fourteen fish with acoustic transmitters and actively and passively tracked individuals to determine fine and broad scale movement patterns respectively. Eight fish were actively tracked for 24 h d(1) for 6 d (May 2011), and then intermittently over the following 30 d. Six fish were passively tracked from December 2011 to March 2012, using a fixed array of receivers deployed across rocky reefs around the perimeter of the bay. Luderick exhibited strong site fidelity on shallow subtidal reefs, tending to remain on or return consistently to the reef where they were caught and released. All eight fish actively tracked used core areas solely on their release reef, with the exception of one fish that used multiple core areas, and four of the six fish passively tracked spent between 75 to 96% of days on release reefs over the entire tracking period. Luderick did move frequently to adjacent reefs, and occasionally to more distant reefs, however consistently returned to their release reef. Luderick also exhibited predictable patterns in movement between spatially distinct daytime and night-time core use areas. Night-time core use areas were generally located in sheltered areas behind the edge of reefs. Overall, our data indicate luderick exhibit strong site fidelity on shallow subtidal reefs in Jervis Bay and suggests that this important herbivore may be likely to show a positive response to protection within the marine park.",2013-05-31,Bruna,Included,Herbivorous fish,
rayyan-228915400,"Vianna, GMS and Meekan, MG and Meeuwig, JJ and Speed, CW",10.1371/journal.pone.0060331     WE  - Science Citation Index Expanded (SCI-EXPANDED),Environmental Influences on Patterns of Vertical Movement and Site Fidelity of Grey Reef Sharks (Carcharhinus amblyrhynchos) at Aggregation Sites,"We used acoustic telemetry to describe the patterns of vertical movement, site fidelity and residency of grey reef sharks (Carcharhinus amblyrhynchos) on the outer slope of coral reefs in Palau, Micronesia, over a period of two years and nine months. We tagged 39 sharks (mostly adult females) of which 31 were detected regularly throughout the study. Sharks displayed strong inter-annual residency with greater attendance at monitored sites during summer than winter months. More individuals were detected during the day than at night. Mean depths of tagged sharks increased from 35 m in winter to 60 m in spring following an increase in water temperature at 60 m, with maximum mean depths attained when water temperatures at 60 m stabilised around 29 degrees C. Sharks descended to greater depths and used a wider range of depths around the time of the full moon. There were also crepuscular cycles in mean depth, with sharks moving into shallower waters at dawn and dusk each day. We suggest that daily, lunar and seasonal cycles in vertical movement and residency are strategies for optimising both energetic budgets and foraging behaviour. Cyclical patterns of movement in response to environmental variables might affect the susceptibility of reef sharks to fishing, a consideration that should be taken into account in the implementation of conservation strategies.",2013-04-10,Bruna,Excluded,"Elasmo,__EXR__Elasmo",
rayyan-228915401,"Siceloff, L and Howell, WH",10.1016/j.fishres.2012.04.001     WE  - Science Citation Index Expanded (SCI-EXPANDED),Fine-scale temporal and spatial distributions of Atlantic cod (Gadus morhua) on a western Gulf of Maine spawning ground,"We utilized a combination of acoustic telemetry and archival data storage tags (DSTs) to study the fine-scale temporal and spatial distributions of spawning Atlantic cod in Ipswich Bay, located in the western Gulf of Maine. Pre-spawning cod were tagged (200 DSTs, 26 acoustic tags) as they neared a known spawning ground. Fish equipped with acoustic tags were relocated by a receiver array and a boat-mounted directional receiver over the following eight weeks. Group activity was analyzed by minimum convex polygon (MCP), and individual kernel distribution estimates were created for 13 fish. Individual cod utilized spawning areas <60 km(2) in size (mean 41 km(2)) with a high degree of spatial overlap. Activity was distributed along a roughly V-shaped ""corridor"" bounded by elevated bottom features. Cod aggregated around specific humps and ridges, and there were two separate weeks during the two-month study when the majority of cod converged on a single aggregation ""hot-spot.""        The last detection date for each cod was used as a proxy for departure date. Seven cod were tracked making rapid departures across the spawning ground in <24 h. Residence on the spawning ground ranged from 8 to 53 days (mean 30 days). Residence time was confirmed by DST data. Of the 26 recaptured cod whose DSTs were analyzed, 14 cod were observed to make clear deep-water (>100 m) shifts occurring 23-50 days after tagging. Data from three cod equipped with both an acoustic transmitter and a DST showed concurrence between last detections and deep-water shifts.        Our findings demonstrate that coastal cod in the western Gulf of Maine aggregate around fine-scale bathymetric features on the spawning ground, utilize relatively small areas during spawning, are highly mobile within those areas, and tend to move as a group. (C) 2012 Elsevier B.V. All rights reserved.",2013-04-01,Bruna,Excluded,"Spawning,Mixed techniques,Non-reef species,__EXR__Non-reef species",
